STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,FREQ,Fréquence d'observation,MEASURE,Mesure,CLIM_ACT_POL,Actions et politiques en matière de climat,UNIT_MEASURE,Unité de mesure,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur de l'observation,OBS_STATUS,État de l'observation,UNIT_MULT,Multiplicateur d'unités,DECIMALS,Décimales
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2003,,7,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2004,,7,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2005,,7,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2006,,7,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2007,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2008,,9,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2009,,7,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2010,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2011,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2012,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2013,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2014,,9,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2015,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2016,,9,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2017,,9,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2018,,9,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2019,,9,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,SVN,Slovénie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_CARBONTAX_I,Taxe carbone - Industrie,0_TO_10,Échelle 0-10,2020,,8,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1990,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1991,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1992,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1993,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1994,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1995,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1996,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1997,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1998,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1999,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2000,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2001,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2002,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2003,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2004,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2005,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2006,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2007,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2008,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2009,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2010,,0,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2011,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2012,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2013,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2014,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2015,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2016,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2017,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2018,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2019,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,AUS,Australie,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2020,,4,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1990,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1991,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1992,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1993,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1994,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1995,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1996,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1997,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1998,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,1999,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2000,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2001,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2002,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2003,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2004,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2005,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2006,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2007,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2008,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2009,,,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2010,,1,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2011,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2012,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2013,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2014,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2015,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2016,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2017,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2018,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2019,,2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_CAPMF@DF_CAPMF(1.0),Cadre de mesure des actions et politiques climatiques,I,POL,Pologne,A,Annuelle,POL_STRINGENCY,Rigueur de la politique,LEV3_EE_MANDATE,Mandats d'efficacité énergétique,0_TO_10,Échelle 0-10,2020,,2,,A,Normal value,0,Units,2,Two
