"LOCATION","Pays","SEX","Sexe","AGE","Âge","TIME","Temps","Value","Flag Codes","Flags"
"EST","Estonie","T","Total","TOTAL","Total","2007","2007",1340680,,
"EST","Estonie","T","Total","TOTAL","Total","2008","2008",1337090,,
"EST","Estonie","T","Total","TOTAL","Total","2009","2009",1334515,,
"EST","Estonie","T","Total","TOTAL","Total","2010","2010",1331475,,
"EST","Estonie","T","Total","TOTAL","Total","2011","2011",1327439,,
"EST","Estonie","T","Total","TOTAL","Total","2012","2012",1322696,,
"EST","Estonie","T","Total","TOTAL","Total","2013","2013",1317997,,
"EST","Estonie","T","Total","TOTAL","Total","2014","2014",1314545,,
"EST","Estonie","T","Total","TOTAL","Total","2015","2015",1314608,,
"EST","Estonie","T","Total","TOTAL","Total","2016","2016",1315790,,
"EST","Estonie","T","Total","TOTAL","Total","2017","2017",1317384,,
"EST","Estonie","T","Total","TOTAL","Total","2018","2018",1321977,,
"EST","Estonie","T","Total","TOTAL","Total","2019","2019",1326855,,
"EST","Estonie","T","Total","TOTAL","Total","2020","2020",1329479,,
"IND","Inde","T","Total","TOTAL","Total","1990","1990",870452166,,
"IND","Inde","T","Total","TOTAL","Total","1991","1991",888941757,,
"IND","Inde","T","Total","TOTAL","Total","1992","1992",907574050,,
"IND","Inde","T","Total","TOTAL","Total","1993","1993",926351296,,
"IND","Inde","T","Total","TOTAL","Total","1994","1994",945261958,,
"IND","Inde","T","Total","TOTAL","Total","1995","1995",964279130,,
"IND","Inde","T","Total","TOTAL","Total","1996","1996",983281215,,
"IND","Inde","T","Total","TOTAL","Total","1997","1997",1002335230,,
"IND","Inde","T","Total","TOTAL","Total","1998","1998",1021434576,,
"IND","Inde","T","Total","TOTAL","Total","1999","1999",1040500052,,
"IND","Inde","T","Total","TOTAL","Total","2000","2000",1059633677,,
"IND","Inde","T","Total","TOTAL","Total","2001","2001",1078970908,,
"IND","Inde","T","Total","TOTAL","Total","2002","2002",1098313040,,
"IND","Inde","T","Total","TOTAL","Total","2003","2003",1117415124,,
"IND","Inde","T","Total","TOTAL","Total","2004","2004",1136264580,,
"IND","Inde","T","Total","TOTAL","Total","2005","2005",1154638709,,
"IND","Inde","T","Total","TOTAL","Total","2006","2006",1172373786,,
"IND","Inde","T","Total","TOTAL","Total","2007","2007",1189691811,,
"IND","Inde","T","Total","TOTAL","Total","2008","2008",1206734805,,
"IND","Inde","T","Total","TOTAL","Total","2009","2009",1223640159,,
"IND","Inde","T","Total","TOTAL","Total","2010","2010",1240613620,,
"IND","Inde","T","Total","TOTAL","Total","2011","2011",1257621190,,
"IND","Inde","T","Total","TOTAL","Total","2012","2012",1274487217,,
"IND","Inde","T","Total","TOTAL","Total","2013","2013",1291132067,,
"IND","Inde","T","Total","TOTAL","Total","2014","2014",1307246512,,
"IND","Inde","T","Total","TOTAL","Total","2015","2015",1322866502,,
"IND","Inde","T","Total","TOTAL","Total","2016","2016",1338636340,,
"IND","Inde","T","Total","TOTAL","Total","2017","2017",1354195678,,
"IND","Inde","T","Total","TOTAL","Total","2018","2018",1369003306,,
"IND","Inde","T","Total","TOTAL","Total","2019","2019",1383112051,,
"IND","Inde","T","Total","TOTAL","Total","2020","2020",1396387126,,
"IDN","Indonésie","T","Total","TOTAL","Total","1990","1990",181413398,,
"IDN","Indonésie","T","Total","TOTAL","Total","1991","1991",184591897,,
"IDN","Indonésie","T","Total","TOTAL","Total","1992","1992",187739786,,
"IDN","Indonésie","T","Total","TOTAL","Total","1993","1993",190851184,,
"IDN","Indonésie","T","Total","TOTAL","Total","1994","1994",193917458,,
"IDN","Indonésie","T","Total","TOTAL","Total","1995","1995",196934257,,
"IDN","Indonésie","T","Total","TOTAL","Total","1996","1996",199901231,,
"IDN","Indonésie","T","Total","TOTAL","Total","1997","1997",202826444,,
"IDN","Indonésie","T","Total","TOTAL","Total","1998","1998",205724597,,
"IDN","Indonésie","T","Total","TOTAL","Total","1999","1999",208615171,,
"IDN","Indonésie","T","Total","TOTAL","Total","2000","2000",211513822,,
"IDN","Indonésie","T","Total","TOTAL","Total","2001","2001",214427419,,
"IDN","Indonésie","T","Total","TOTAL","Total","2002","2002",217357790,,
"IDN","Indonésie","T","Total","TOTAL","Total","2003","2003",220309473,,
"IDN","Indonésie","T","Total","TOTAL","Total","2004","2004",223285666,,
"IDN","Indonésie","T","Total","TOTAL","Total","2005","2005",226289468,,
"IDN","Indonésie","T","Total","TOTAL","Total","2006","2006",229318262,,
"IDN","Indonésie","T","Total","TOTAL","Total","2007","2007",232374239,,
"IDN","Indonésie","T","Total","TOTAL","Total","2008","2008",235469755,,
"IDN","Indonésie","T","Total","TOTAL","Total","2009","2009",238620554,,
"IDN","Indonésie","T","Total","TOTAL","Total","2010","2010",241834226,,
"IDN","Indonésie","T","Total","TOTAL","Total","2011","2011",245115988,,
"IDN","Indonésie","T","Total","TOTAL","Total","2012","2012",248451714,,
"IDN","Indonésie","T","Total","TOTAL","Total","2013","2013",251805314,,
"IDN","Indonésie","T","Total","TOTAL","Total","2014","2014",255128076,,
"IDN","Indonésie","T","Total","TOTAL","Total","2015","2015",255587900,,
"IDN","Indonésie","T","Total","TOTAL","Total","2016","2016",258496500,,
"IDN","Indonésie","T","Total","TOTAL","Total","2017","2017",261355500,,
"IDN","Indonésie","T","Total","TOTAL","Total","2018","2018",264161600,,
"IDN","Indonésie","T","Total","TOTAL","Total","2019","2019",266911900,,
"IDN","Indonésie","T","Total","TOTAL","Total","2020","2020",269603400,,
"ISR","Israël","T","Total","TOTAL","Total","1990","1990",4660200,,
"ISR","Israël","T","Total","TOTAL","Total","1991","1991",4949100,,
"ISR","Israël","T","Total","TOTAL","Total","1992","1992",5123500,,
"ISR","Israël","T","Total","TOTAL","Total","1993","1993",5261400,,
"ISR","Israël","T","Total","TOTAL","Total","1994","1994",5399300,,
"ISR","Israël","T","Total","TOTAL","Total","1995","1995",5544900,,
"ISR","Israël","T","Total","TOTAL","Total","1996","1996",5685100,,
"ISR","Israël","T","Total","TOTAL","Total","1997","1997",5828900,,
"ISR","Israël","T","Total","TOTAL","Total","1998","1998",5970700,,
"ISR","Israël","T","Total","TOTAL","Total","1999","1999",6125300,,
"ISR","Israël","T","Total","TOTAL","Total","2000","2000",6289200,,
"ISR","Israël","T","Total","TOTAL","Total","2001","2001",6439037,,
"ISR","Israël","T","Total","TOTAL","Total","2002","2002",6569957,,
"ISR","Israël","T","Total","TOTAL","Total","2003","2003",6689748,,
"ISR","Israël","T","Total","TOTAL","Total","2004","2004",6808969,,
"ISR","Israël","T","Total","TOTAL","Total","2005","2005",6930128,,
"ISR","Israël","T","Total","TOTAL","Total","2006","2006",7053707,,
"ISR","Israël","T","Total","TOTAL","Total","2007","2007",7180160,,
"ISR","Israël","T","Total","TOTAL","Total","2008","2008",7331353,,
"ISR","Israël","T","Total","TOTAL","Total","2009","2009",7485565,,
"ISR","Israël","T","Total","TOTAL","Total","2010","2010",7623561,,
"ISR","Israël","T","Total","TOTAL","Total","2011","2011",7765832,,
"ISR","Israël","T","Total","TOTAL","Total","2012","2012",7910525,,
"ISR","Israël","T","Total","TOTAL","Total","2013","2013",8059456,,
"ISR","Israël","T","Total","TOTAL","Total","2014","2014",8215668,,
"ISR","Israël","T","Total","TOTAL","Total","2015","2015",8380149,,
"ISR","Israël","T","Total","TOTAL","Total","2016","2016",8546009,,
"ISR","Israël","T","Total","TOTAL","Total","2017","2017",8713268,,
"ISR","Israël","T","Total","TOTAL","Total","2018","2018",8882764,,
"ISR","Israël","T","Total","TOTAL","Total","2019","2019",9054026,,
"ISR","Israël","T","Total","TOTAL","Total","2020","2020",9215113,,
"LVA","Lettonie","T","Total","TOTAL","Total","1990","1990",2663146,,
"LVA","Lettonie","T","Total","TOTAL","Total","1991","1991",2650581,,
"LVA","Lettonie","T","Total","TOTAL","Total","1992","1992",2614338,,
"LVA","Lettonie","T","Total","TOTAL","Total","1993","1993",2563289,,
"LVA","Lettonie","T","Total","TOTAL","Total","1994","1994",2520742,,
"LVA","Lettonie","T","Total","TOTAL","Total","1995","1995",2485054,,
"LVA","Lettonie","T","Total","TOTAL","Total","1996","1996",2457226,,
"LVA","Lettonie","T","Total","TOTAL","Total","1997","1997",2432851,,
"LVA","Lettonie","T","Total","TOTAL","Total","1998","1998",2410027,,
"LVA","Lettonie","T","Total","TOTAL","Total","1999","1999",2390477,,
"LVA","Lettonie","T","Total","TOTAL","Total","2000","2000",2367549,,
"LVA","Lettonie","T","Total","TOTAL","Total","2001","2001",2337172,,
"LVA","Lettonie","T","Total","TOTAL","Total","2002","2002",2310176,,
"LVA","Lettonie","T","Total","TOTAL","Total","2003","2003",2287955,,
"LVA","Lettonie","T","Total","TOTAL","Total","2004","2004",2263123,,
"LVA","Lettonie","T","Total","TOTAL","Total","2005","2005",2238799,,
"LVA","Lettonie","T","Total","TOTAL","Total","2006","2006",2218351,,
"LVA","Lettonie","T","Total","TOTAL","Total","2007","2007",2200325,,
"LVA","Lettonie","T","Total","TOTAL","Total","2008","2008",2177324,,
"LVA","Lettonie","T","Total","TOTAL","Total","2009","2009",2141668,,
"LVA","Lettonie","T","Total","TOTAL","Total","2010","2010",2097553,,
"LVA","Lettonie","T","Total","TOTAL","Total","2011","2011",2059710,,
"LVA","Lettonie","T","Total","TOTAL","Total","2012","2012",2034324,,
"LVA","Lettonie","T","Total","TOTAL","Total","2013","2013",2012647,,
"LVA","Lettonie","T","Total","TOTAL","Total","2014","2014",1993785,,
"LVA","Lettonie","T","Total","TOTAL","Total","2015","2015",1977523,,
"LVA","Lettonie","T","Total","TOTAL","Total","2016","2016",1959535,,
"LVA","Lettonie","T","Total","TOTAL","Total","2017","2017",1942247,,
"LVA","Lettonie","T","Total","TOTAL","Total","2018","2018",1927170,,
"LVA","Lettonie","T","Total","TOTAL","Total","2019","2019",1913826,,
"LVA","Lettonie","T","Total","TOTAL","Total","2020","2020",1900448,,
"LTU","Lituanie","T","Total","TOTAL","Total","1990","1990",3697838,,
"LTU","Lituanie","T","Total","TOTAL","Total","1991","1991",3704134,,
"LTU","Lituanie","T","Total","TOTAL","Total","1992","1992",3700114,,
"LTU","Lituanie","T","Total","TOTAL","Total","1993","1993",3682613,,
"LTU","Lituanie","T","Total","TOTAL","Total","1994","1994",3657144,,
"LTU","Lituanie","T","Total","TOTAL","Total","1995","1995",3629102,,
"LTU","Lituanie","T","Total","TOTAL","Total","1996","1996",3601613,,
"LTU","Lituanie","T","Total","TOTAL","Total","1997","1997",3575137,,
"LTU","Lituanie","T","Total","TOTAL","Total","1998","1998",3549331,,
"LTU","Lituanie","T","Total","TOTAL","Total","1999","1999",3524237,,
"LTU","Lituanie","T","Total","TOTAL","Total","2000","2000",3499534,,
"LTU","Lituanie","T","Total","TOTAL","Total","2001","2001",3470818,,
"LTU","Lituanie","T","Total","TOTAL","Total","2002","2002",3443067,,
"LTU","Lituanie","T","Total","TOTAL","Total","2003","2003",3415213,,
"LTU","Lituanie","T","Total","TOTAL","Total","2004","2004",3377075,,
"LTU","Lituanie","T","Total","TOTAL","Total","2005","2005",3322528,,
"LTU","Lituanie","T","Total","TOTAL","Total","2006","2006",3269909,,
"LTU","Lituanie","T","Total","TOTAL","Total","2007","2007",3231294,,
"LTU","Lituanie","T","Total","TOTAL","Total","2008","2008",3198231,,
"LTU","Lituanie","T","Total","TOTAL","Total","2009","2009",3162916,,
"LTU","Lituanie","T","Total","TOTAL","Total","2010","2010",3097282,,
"LTU","Lituanie","T","Total","TOTAL","Total","2011","2011",3028115,,
"LTU","Lituanie","T","Total","TOTAL","Total","2012","2012",2987773,,
"LTU","Lituanie","T","Total","TOTAL","Total","2013","2013",2957689,,
"LTU","Lituanie","T","Total","TOTAL","Total","2014","2014",2932367,,
"LTU","Lituanie","T","Total","TOTAL","Total","2015","2015",2904910,,
"LTU","Lituanie","T","Total","TOTAL","Total","2016","2016",2868231,,
"LTU","Lituanie","T","Total","TOTAL","Total","2017","2017",2828403,,
"LTU","Lituanie","T","Total","TOTAL","Total","2018","2018",2801543,,
"LTU","Lituanie","T","Total","TOTAL","Total","2019","2019",2794137,,
"LTU","Lituanie","T","Total","TOTAL","Total","2020","2020",2794885,,
"MLT","Malte","T","Total","TOTAL","Total","1990","1990",354170,,
"MLT","Malte","T","Total","TOTAL","Total","1991","1991",357727,,
"MLT","Malte","T","Total","TOTAL","Total","1992","1992",361260,,
"MLT","Malte","T","Total","TOTAL","Total","1993","1993",364704,,
"MLT","Malte","T","Total","TOTAL","Total","1994","1994",367941,,
"MLT","Malte","T","Total","TOTAL","Total","1995","1995",370433,,
"MLT","Malte","T","Total","TOTAL","Total","1996","1996",372687,,
"MLT","Malte","T","Total","TOTAL","Total","1997","1997",375236,,
"MLT","Malte","T","Total","TOTAL","Total","1998","1998",377516,,
"MLT","Malte","T","Total","TOTAL","Total","1999","1999",379360,,
"MLT","Malte","T","Total","TOTAL","Total","2000","2000",385808,,
"MLT","Malte","T","Total","TOTAL","Total","2001","2001",393028,,
"MLT","Malte","T","Total","TOTAL","Total","2002","2002",395969,,
"MLT","Malte","T","Total","TOTAL","Total","2003","2003",398582,,
"MLT","Malte","T","Total","TOTAL","Total","2004","2004",401263,,
"MLT","Malte","T","Total","TOTAL","Total","2005","2005",403825,,
"MLT","Malte","T","Total","TOTAL","Total","2006","2006",405311,,
"MLT","Malte","T","Total","TOTAL","Total","2007","2007",406725,,
"MLT","Malte","T","Total","TOTAL","Total","2008","2008",409377,,
"MLT","Malte","T","Total","TOTAL","Total","2009","2009",412474,,
"MLT","Malte","T","Total","TOTAL","Total","2010","2010",414509,,
"MLT","Malte","T","Total","TOTAL","Total","2011","2011",416264,,
"MLT","Malte","T","Total","TOTAL","Total","2012","2012",420033,,
"MLT","Malte","T","Total","TOTAL","Total","2013","2013",425968,,
"MLT","Malte","T","Total","TOTAL","Total","2014","2014",434557,,
"MLT","Malte","T","Total","TOTAL","Total","2015","2015",445056,,
"MLT","Malte","T","Total","TOTAL","Total","2016","2016",455356,,
"MLT","Malte","T","Total","TOTAL","Total","2017","2017",468005,,
"MLT","Malte","T","Total","TOTAL","Total","2018","2018",484634,,
"MLT","Malte","T","Total","TOTAL","Total","2019","2019",504059,,
"MLT","Malte","T","Total","TOTAL","Total","2020","2020",515330,,
"ROU","Roumanie","T","Total","TOTAL","Total","1990","1990",23201832,,
"ROU","Roumanie","T","Total","TOTAL","Total","1991","1991",23001160,,
"ROU","Roumanie","T","Total","TOTAL","Total","1992","1992",22794284,,
"ROU","Roumanie","T","Total","TOTAL","Total","1993","1993",22763283,,
"ROU","Roumanie","T","Total","TOTAL","Total","1994","1994",22730216,,
"ROU","Roumanie","T","Total","TOTAL","Total","1995","1995",22684268,,
"ROU","Roumanie","T","Total","TOTAL","Total","1996","1996",22619005,,
"ROU","Roumanie","T","Total","TOTAL","Total","1997","1997",22553982,,
"ROU","Roumanie","T","Total","TOTAL","Total","1998","1998",22507354,,
"ROU","Roumanie","T","Total","TOTAL","Total","1999","1999",22472043,,
"ROU","Roumanie","T","Total","TOTAL","Total","2000","2000",22442973,,
"ROU","Roumanie","T","Total","TOTAL","Total","2001","2001",22131974,,
"ROU","Roumanie","T","Total","TOTAL","Total","2002","2002",21675775,,
"ROU","Roumanie","T","Total","TOTAL","Total","2003","2003",21574365,,
"ROU","Roumanie","T","Total","TOTAL","Total","2004","2004",21451845,,
"ROU","Roumanie","T","Total","TOTAL","Total","2005","2005",21319673,,
"ROU","Roumanie","T","Total","TOTAL","Total","2006","2006",21193749,,
"ROU","Roumanie","T","Total","TOTAL","Total","2007","2007",20882980,,
"ROU","Roumanie","T","Total","TOTAL","Total","2008","2008",20537848,,
"ROU","Roumanie","T","Total","TOTAL","Total","2009","2009",20367437,,
"ROU","Roumanie","T","Total","TOTAL","Total","2010","2010",20246798,,
"ROU","Roumanie","T","Total","TOTAL","Total","2011","2011",20147657,,
"ROU","Roumanie","T","Total","TOTAL","Total","2012","2012",20060182,,
"ROU","Roumanie","T","Total","TOTAL","Total","2013","2013",19988694,,
"ROU","Roumanie","T","Total","TOTAL","Total","2014","2014",19916451,,
"ROU","Roumanie","T","Total","TOTAL","Total","2015","2015",19822250,,
"ROU","Roumanie","T","Total","TOTAL","Total","2016","2016",19706424,,
"ROU","Roumanie","T","Total","TOTAL","Total","2017","2017",19592933,,
"ROU","Roumanie","T","Total","TOTAL","Total","2018","2018",19483840,,
"ROU","Roumanie","T","Total","TOTAL","Total","2019","2019",19375835,,
"ROU","Roumanie","T","Total","TOTAL","Total","2020","2020",19269469,,
"RUS","Russie","T","Total","TOTAL","Total","1990","1990",147969413,,
"RUS","Russie","T","Total","TOTAL","Total","1991","1991",148394220,,
"RUS","Russie","T","Total","TOTAL","Total","1992","1992",148538190,,
"RUS","Russie","T","Total","TOTAL","Total","1993","1993",148458780,,
"RUS","Russie","T","Total","TOTAL","Total","1994","1994",148407906,,
"RUS","Russie","T","Total","TOTAL","Total","1995","1995",148375796,,
"RUS","Russie","T","Total","TOTAL","Total","1996","1996",148160121,,
"RUS","Russie","T","Total","TOTAL","Total","1997","1997",147915371,,
"RUS","Russie","T","Total","TOTAL","Total","1998","1998",147670787,,
"RUS","Russie","T","Total","TOTAL","Total","1999","1999",147214777,,
"RUS","Russie","T","Total","TOTAL","Total","2000","2000",146596873,,
"RUS","Russie","T","Total","TOTAL","Total","2001","2001",145976465,,
"RUS","Russie","T","Total","TOTAL","Total","2002","2002",145306489,,
"RUS","Russie","T","Total","TOTAL","Total","2003","2003",144565937,,
"RUS","Russie","T","Total","TOTAL","Total","2004","2004",143821218,,
"RUS","Russie","T","Total","TOTAL","Total","2005","2005",143113885,,
"RUS","Russie","T","Total","TOTAL","Total","2006","2006",142487259,,
"RUS","Russie","T","Total","TOTAL","Total","2007","2007",142114903,,
"RUS","Russie","T","Total","TOTAL","Total","2008","2008",141956413,,
"RUS","Russie","T","Total","TOTAL","Total","2009","2009",141909248,,
"RUS","Russie","T","Total","TOTAL","Total","2010","2010",142389969,,
"RUS","Russie","T","Total","TOTAL","Total","2011","2011",142960911,,
"RUS","Russie","T","Total","TOTAL","Total","2012","2012",143201721,,
"RUS","Russie","T","Total","TOTAL","Total","2013","2013",143506995,,
"RUS","Russie","T","Total","TOTAL","Total","2014","2014",143819657,,
"RUS","Russie","T","Total","TOTAL","Total","2015","2015",146406004,,
"RUS","Russie","T","Total","TOTAL","Total","2016","2016",146674542,,
"RUS","Russie","T","Total","TOTAL","Total","2017","2017",146842404,,
"RUS","Russie","T","Total","TOTAL","Total","2018","2018",146830572,,
"RUS","Russie","T","Total","TOTAL","Total","2019","2019",146764661,,
"RUS","Russie","T","Total","TOTAL","Total","2020","2020",146459803,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1990","1990",16233786,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1991","1991",16772695,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1992","1992",17282686,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1993","1993",17763297,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1994","1994",18214475,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1995","1995",18638790,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1996","1996",19033843,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1997","1997",19407138,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1998","1998",19783301,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","1999","1999",20194531,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2000","2000",20663840,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2001","2001",21202646,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2002","2002",21805322,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2003","2003",22456645,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2004","2004",23132686,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2005","2005",23816175,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2006","2006",24498313,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2007","2007",25184589,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2008","2008",25888535,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2009","2009",26630303,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2010","2010",27410508,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2011","2011",28173195,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2012","2012",28896840,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2013","2013",29613064,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2014","2014",30339795,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2015","2015",31062069,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2016","2016",31787580,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2017","2017",32612641,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2018","2018",33413660,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2019","2019",34218169,,
"SAU","Arabie saoudite","T","Total","TOTAL","Total","2020","2020",35013414,,
"SGP","Singapour","T","Total","TOTAL","Total","1990","1990",2735868,,
"SGP","Singapour","T","Total","TOTAL","Total","1991","1991",2794704,,
"SGP","Singapour","T","Total","TOTAL","Total","1992","1992",2849754,,
"SGP","Singapour","T","Total","TOTAL","Total","1993","1993",2904547,,
"SGP","Singapour","T","Total","TOTAL","Total","1994","1994",2959350,,
"SGP","Singapour","T","Total","TOTAL","Total","1995","1995",3013515,,
"SGP","Singapour","T","Total","TOTAL","Total","1996","1996",3068132,,
"SGP","Singapour","T","Total","TOTAL","Total","1997","1997",3123403,,
"SGP","Singapour","T","Total","TOTAL","Total","1998","1998",3180018,,
"SGP","Singapour","T","Total","TOTAL","Total","1999","1999",3229681,,
"SGP","Singapour","T","Total","TOTAL","Total","2000","2000",3273363,,
"SGP","Singapour","T","Total","TOTAL","Total","2001","2001",3325902,,
"SGP","Singapour","T","Total","TOTAL","Total","2002","2002",3382944,,
"SGP","Singapour","T","Total","TOTAL","Total","2003","2003",3366891,,
"SGP","Singapour","T","Total","TOTAL","Total","2004","2004",3413266,,
"SGP","Singapour","T","Total","TOTAL","Total","2005","2005",3467814,,
"SGP","Singapour","T","Total","TOTAL","Total","2006","2006",3525894,,
"SGP","Singapour","T","Total","TOTAL","Total","2007","2007",3583082,,
"SGP","Singapour","T","Total","TOTAL","Total","2008","2008",3642659,,
"SGP","Singapour","T","Total","TOTAL","Total","2009","2009",3733876,,
"SGP","Singapour","T","Total","TOTAL","Total","2010","2010",3771721,,
"SGP","Singapour","T","Total","TOTAL","Total","2011","2011",3789251,,
"SGP","Singapour","T","Total","TOTAL","Total","2012","2012",3818205,,
"SGP","Singapour","T","Total","TOTAL","Total","2013","2013",3844751,,
"SGP","Singapour","T","Total","TOTAL","Total","2014","2014",3870739,,
"SGP","Singapour","T","Total","TOTAL","Total","2015","2015",3902690,,
"SGP","Singapour","T","Total","TOTAL","Total","2016","2016",3933559,,
"SGP","Singapour","T","Total","TOTAL","Total","2017","2017",3965796,,
"SGP","Singapour","T","Total","TOTAL","Total","2018","2018",3994283,,
"SGP","Singapour","T","Total","TOTAL","Total","2019","2019",4026209,,
"SGP","Singapour","T","Total","TOTAL","Total","2020","2020",4044210,,
"SVN","Slovénie","T","Total","TOTAL","Total","1990","1990",1998090,,
"SVN","Slovénie","T","Total","TOTAL","Total","1991","1991",2001768,,
"SVN","Slovénie","T","Total","TOTAL","Total","1992","1992",1995832,,
"SVN","Slovénie","T","Total","TOTAL","Total","1993","1993",1990623,,
"SVN","Slovénie","T","Total","TOTAL","Total","1994","1994",1988850,,
"SVN","Slovénie","T","Total","TOTAL","Total","1995","1995",1987505,,
"SVN","Slovénie","T","Total","TOTAL","Total","1996","1996",1991169,,
"SVN","Slovénie","T","Total","TOTAL","Total","1997","1997",1986848,,
"SVN","Slovénie","T","Total","TOTAL","Total","1998","1998",1982603,,
"SVN","Slovénie","T","Total","TOTAL","Total","1999","1999",1985557,,
"SVN","Slovénie","T","Total","TOTAL","Total","2000","2000",1990272,,
"SVN","Slovénie","T","Total","TOTAL","Total","2001","2001",1992035,,
"SVN","Slovénie","T","Total","TOTAL","Total","2002","2002",1995718,,
"SVN","Slovénie","T","Total","TOTAL","Total","2003","2003",1996773,,
"SVN","Slovénie","T","Total","TOTAL","Total","2004","2004",1997004,,
"SVN","Slovénie","T","Total","TOTAL","Total","2005","2005",2001114,,
"SVN","Slovénie","T","Total","TOTAL","Total","2006","2006",2008516,,
"SVN","Slovénie","T","Total","TOTAL","Total","2007","2007",2019406,,
"SVN","Slovénie","T","Total","TOTAL","Total","2008","2008",2022629,,
"SVN","Slovénie","T","Total","TOTAL","Total","2009","2009",2042335,,
"SVN","Slovénie","T","Total","TOTAL","Total","2010","2010",2049261,,
"SVN","Slovénie","T","Total","TOTAL","Total","2011","2011",2052496,,
"SVN","Slovénie","T","Total","TOTAL","Total","2012","2012",2056262,,
"SVN","Slovénie","T","Total","TOTAL","Total","2013","2013",2059114,,
"SVN","Slovénie","T","Total","TOTAL","Total","2014","2014",2061623,,
"SVN","Slovénie","T","Total","TOTAL","Total","2015","2015",2063077,,
"SVN","Slovénie","T","Total","TOTAL","Total","2016","2016",2064241,,
"SVN","Slovénie","T","Total","TOTAL","Total","2017","2017",2066161,,
"SVN","Slovénie","T","Total","TOTAL","Total","2018","2018",2070050,,
"SVN","Slovénie","T","Total","TOTAL","Total","2019","2019",2089310,,
"SVN","Slovénie","T","Total","TOTAL","Total","2020","2020",2100126,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1990","1990",39877571,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1991","1991",40910960,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1992","1992",41760754,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1993","1993",42525439,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1994","1994",43267984,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1995","1995",43986086,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1996","1996",44661605,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1997","1997",45285047,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1998","1998",45852167,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","1999","1999",46364679,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2000","2000",46813268,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2001","2001",47229716,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2002","2002",46330165,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2003","2003",46776083,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2004","2004",47276543,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2005","2005",47810182,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2006","2006",48367901,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2007","2007",48973857,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2008","2008",49628089,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2009","2009",50337363,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2010","2010",51095503,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2011","2011",51888897,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2012","2012",52699253,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2013","2013",53524385,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2014","2014",54369436,,
"ZAF","Afrique du Sud","T","Total","TOTAL","Total","2015","2015",55203738,,
